,image_path,text,valid
19,BULAC_MS_ARA_1977_0012_l_a-28_flat.png,واول من سجد لله نورى وانا الذي خلق الله من نورى العرش والكرسى واللوح والقلم والشمس,True
20,BULAC_MS_ARA_1977_0012_l_a-29_flat.png,والقمر ونور البصيرة والبصر والعقل والمعرفة في قلوب خواص البشريا عمر اتدرى من انا انا الذي كتب,True
21,BULAC_MS_ARA_1977_0012_l_a-2_flat.png,البهموت وهو حوت عظيم اسمه السرا القاه الله على كاهل الروح والملك العظيم ثم,True
22,BULAC_MS_ARA_1977_0012_l_a-30_flat.png,الله اسمى مع اسمه على ساق العرش ولم يسكن حتى كتب الله عليه لا الاه الا الله محمد,True
23,BULAC_MS_ARA_1977_0012_l_a-31_flat.png,رسول الله وذلك قبل ان يخلق الله الخلق بسبعين الف عام ولا فخر يا عمر اتدرى من انا,True
24,BULAC_MS_ARA_1977_0012_l_a-32_flat.png,انا,False
25,BULAC_MS_ARA_1977_0012_l_a-3_flat.png,خلق الثور فوق الحوت ثم خلق الريح العقيم التي تحمى بها نار جهنم فهى مخزونة في نيف هذا,True
26,BULAC_MS_ARA_1977_0012_l_a-4_flat.png,الثور العظيم ثم دحى الارض على قرن الثور ومعنى دحاها بسطها وسطحها فجادت الارض,True
27,BULAC_MS_ARA_1977_0012_l_a-5_flat.png,فخلق الله الحبال وارساها بها كى لا تتحرك ولا تتميل ثم خلق جميع دواب البحار معلومها,True
28,BULAC_MS_ARA_1977_0012_l_a-6_flat.png,ومجهولها ثم خلق سكان الارض من وحوشها ودوابها ثم خلق جبل قاف وجعله محيطا بها ثم,True
29,BULAC_MS_ARA_1977_0012_l_a-7_flat.png,خلق خلفه بجبل بحر وازغ وهو بحر محيط لا يعلم منتهاه الا الله ولا يدرى احد ما وراءه الا الله تعلى ثم,True
30,BULAC_MS_ARA_1977_0012_l_a-8_flat.png,خلق الله السحاب والغيم والشمس والقمر واليل والنهار ودبر العالم كله وليس في الارض بشر,True
31,BULAC_MS_ARA_1977_0012_l_a-9_flat.png,فكانت كذلك مدة طويلة لا يعلمها الا الله تعلى ثم خلق فيها قوما على صور بنى ءادم يقال لهم,True
32,BULAC_MS_ARA_1977_0013_l_b-10_flat.png,الدرجات ولا فخر يا عمر اتدرى من انا انا الذي بعثنى الحق بالحق فنصرت الحق بالحق,True
33,BULAC_MS_ARA_1977_0013_l_b-11_flat.png,وضربت فالحسام حتى علت كلمة الاسلام ولا فخر يا عمر اتدرى من انا انا النبى العربى,True
34,BULAC_MS_ARA_1977_0013_l_b-12_flat.png,القرشى المكي الزمزمى البشير النذير السراج المنير ولا فخر ياعمر اتدرى من انا انا محمد,True
35,BULAC_MS_ARA_1977_0013_l_b-13_flat.png,بن عبد الله بن عبد المطلب بن هاشم بن عبد مناف بن قصى بن كلاب بن مرة بن كعب,True
36,BULAC_MS_ARA_1977_0013_l_b-14_flat.png,بن لؤى بن غالب بن فهر بن مالك بن النظر بن كنانة بن خزيمة بن مدركة بن الياس بن مضر,True
37,BULAC_MS_ARA_1977_0013_l_b-15_flat.png,بن نزار بن معد بن عدنان بن ادد بن الميمع بن ليت في سلمان بن جميل بن قيدر بن اسماعيل,True
38,BULAC_MS_ARA_1977_0013_l_b-16_flat.png,بن ابراهيم بن تاروخ بن تاصور بن اسرع بن ارغوا بن فالغ بن عابر بن ازفخشد بن سام بن نوح بن لامك,True
39,BULAC_MS_ARA_1977_0013_l_b-17_flat.png,بن متوشلح بن ضنوخ بن فارد بن مهلابل بن قينان بن انوش بن شيت بن ءادم وءادم من تراب والتراب,True
40,BULAC_MS_ARA_1977_0013_l_b-18_flat.png,من الارض والارض من الزبد والزبد من الموج من النار والنار والماء من الضبابة من الدرة والدره,True
41,BULAC_MS_ARA_1977_0013_l_b-19_flat.png,انتشات من نور محمد صلى الله عليه وسلم ولا فخر يا عمر اتدرى من انا انا الذي حرم الله,True
42,BULAC_MS_ARA_1977_0013_l_b-1_flat.png,وانا الذي خلة الله ءادم وذريته على حروف هجاء اسمى فالراس بمنزلة الميم الاو ل واليدان,True
43,BULAC_MS_ARA_1977_0013_l_b-20_flat.png,الجنة على سائر الامم حتى ندخلها انا وامتى من قبلهم فاربعين عاما ولا فخر ويا عمر اتدرى,True
44,BULAC_MS_ARA_1977_0013_l_b-21_flat.png,من انا انا الذي صلى الله على وملائكته وامركم بالصلاة على فطب نفسا وقر عينا فانت,True
45,BULAC_MS_ARA_1977_0013_l_b-22_flat.png,ياعمر من رفقاءى في الجنة انتهى الحديث قال ابن عطاء معنى اسمه احمد كانه,True
46,BULAC_MS_ARA_1977_0013_l_b-23_flat.png,احمد الحامدين واحمد المطيعين واحمد العارفين واحمد المشتاقين واحمد المقربين,True
47,BULAC_MS_ARA_1977_0013_l_b-24_flat.png,واحمد الشاهدين وسيكون في الاخرة احمد الشافعين ومحمد هو الذي كثرت محامده صلى الله,True
48,BULAC_MS_ARA_1977_0013_l_b-25_flat.png,عليه وسلم وعلى ءاله واصحابه قال كعب الاحبار لما خلق الله ءادم بيده وجعله خليفة في لارض,True
49,BULAC_MS_ARA_1977_0013_l_b-26_flat.png,بعدما كان قبله من الامم السالفة فكانت الملائكة قد رات من الامم الماضية وما كانت عليه,True
50,BULAC_MS_ARA_1977_0013_l_b-27_flat.png,من المخالفة والعصيان فقالوا اتجعل فيها من يفسد فيها يسفك الدماء ونحن نسبح,True
51,BULAC_MS_ARA_1977_0013_l_b-28_flat.png,بحمدك ونقدس لك ولم يعلموا ما اودع الله في ءادم من النور المحمدى فقال لهم انى اعلم,True
52,BULAC_MS_ARA_1977_0013_l_b-29_flat.png,مالا تعلمون قال كعب الاحبار وجميع الامم السالفة قبل ءادم هى التي تسمى,True
53,BULAC_MS_ARA_1977_0013_l_b-2_flat.png,بمنزلة الحاء والبطن بمنزلة الميم الثانية والرجلان بمنزلة الدال ولا فخر يا عمر اتد من,True
54,BULAC_MS_ARA_1977_0013_l_b-30_flat.png,الورى وقيل ان الورى جميع الخلق او لهم وءاخرهم وقيل ان الورى قوم خلف جبل قاف وهم,True
55,BULAC_MS_ARA_1977_0013_l_b-31_flat.png,ثمانون الف امة وقيل لا يعلم عددهم الا الله عزوجل وقالو اهل العلم الدنيا كله على كاهل,True
56,BULAC_MS_ARA_1977_0013_l_b-3_flat.png,انا  انا الذي قالت الملائكة لجبريل عليه السلام لم سجدنا ءلادم فقال لهم تعظيما وتشريفا,True
57,BULAC_MS_ARA_1977_0013_l_b-4_flat.png,لولد من اولاده في صلبه يسمى محمد صلى الله عليه وسلم ولا فخر ياعمر اتدرى من انا انا الذي من اجلى قبلت,True
58,BULAC_MS_ARA_1977_0013_l_b-5_flat.png,توبة ءادم بي وانجا نوحا في السفينة بي وبي استجاب دعاء صالح وابراهيم وموسى وعيسى,True
59,BULAC_MS_ARA_1977_0013_l_b-6_flat.png,وما من نبى ءالا ودعا الله بي فلم ترد له دعوه ولا فخر ياعمر اتدرى من انا انا الذي في السماء احمد,True
60,BULAC_MS_ARA_1977_0013_l_b-7_flat.png,وفي الارض محمد وفي البحار المكى وفي القيامة الحاشر وفي الجنة القاسم وفي,True
61,BULAC_MS_ARA_1977_0013_l_b-8_flat.png,النار العاقب ولا فخر ياعمر اتدرى من انا انا ال#رسول الاول والاخر ونبى الرحمة,True
62,BULAC_MS_ARA_1977_0013_l_b-9_flat.png,وصاحب الحوض المورود والمقام المحمود والمحضر المشهود والازواج الطاهرة والعلو على,True
63,BULAC_MS_ARA_1977_0015_l_a-10_flat.png,واستغفاره لهم من قولهم اتجعل فيها من يفسد فيها الاية لانه لم يكمل فيه الروح حتى,True
64,BULAC_MS_ARA_1977_0015_l_a-11_flat.png,اعلمه الله بما كان وما يكون ولاجل ذلك بقيت سنة العاطس ان يقول كذلك ويقال له,True
65,BULAC_MS_ARA_1977_0015_l_a-12_flat.png,كذالك قال اهل العلم ولاجل ذلك ما اخذ عزرايل من الارض رغما وكله الله بقبض الارواح,True
66,BULAC_MS_ARA_1977_0015_l_a-13_flat.png,السفلين والنفوس العلويين وليس له نظر في الارواح العلويين ولا النفوس السفليين,True
67,BULAC_MS_ARA_1977_0015_l_a-14_flat.png,قال تعالى يتوفى الانفس حين موتها وقال تعلى وهو الذي يتوفيكم باليل ويعلم ما جرحتم بالنهار,True
68,BULAC_MS_ARA_1977_0015_l_a-15_flat.png,وقال تعالى في شان عزرايل قل يتوفيكم ملك الموت الذي وكل بكم وهذا غاية ما علمه العلماء,True
69,BULAC_MS_ARA_1977_0015_l_a-16_flat.png,وتكلموا به من شان الارواح والنفوس واما العوام فلم بفرقوا بين الارواح والنفوس وانما ظنوهم,True
70,BULAC_MS_ARA_1977_0015_l_a-17_flat.png,شىء واحد والله تعلى يقول فيمسك التي قضى عليها الموت ويرسل الاخرى الى اجل مسمى قال,True
71,BULAC_MS_ARA_1977_0015_l_a-18_flat.png,اهل العلم لما استوى الروح في جثة ءادم قام قايما بين يدى الله تعلى فامر الله تعلى الملائكة بالسجود,True
72,BULAC_MS_ARA_1977_0015_l_a-19_flat.png,ءلادم سجود تعظيم ووقار لا سجود الوهية وعبادة فسجدوا له بالانحطاط لا بالحياة الى الارض فاوّل,True
73,BULAC_MS_ARA_1977_0015_l_a-1_flat.png,فلما اقسمت عليه قال لها الله احق بالطاعة منك ثم قبض القبضة كما امره الله تعلى واتى بها,True
74,BULAC_MS_ARA_1977_0015_l_a-20_flat.png,من سجد اسرافيل عليه السلام فلذلك وكله الله باللوح المحفوظ وقد كانت الملائكة لما رات النار,True
75,BULAC_MS_ARA_1977_0015_l_a-21_flat.png,وما اعد الله فيها من العذاب قالوا ربنا لمن خلقت هذا فقال لمن عصانى منكم ولم يظنوا ان فيهم من يعصيه,True
76,BULAC_MS_ARA_1977_0015_l_a-22_flat.png,وكان ابليس من اجل الملائكة قدرا واعظمهم عبادة وكان اسمه في الملائكة عزرايل فقال في نفسه,True
77,BULAC_MS_ARA_1977_0015_l_a-23_flat.png,اني قد عبدت الله الف سنة في كل سماء والف سنة في كل ارض ولم يبق لى في ملك الله موطئ قدم الا,True
78,BULAC_MS_ARA_1977_0015_l_a-24_flat.png,وقد سجدت لله فيه فكيف يفضل هذا علىّ وكيف اسجد انا له لا اسجد لغير الله ابدا فحق عليه,True
79,BULAC_MS_ARA_1977_0015_l_a-25_flat.png,القول وايسه من رحمته فحاتبته الملائكة لمخالفة امر الله وامتناعه من السجود فقال لهم يا ملائكة,True
80,BULAC_MS_ARA_1977_0015_l_a-26_flat.png,الله كيف يسجد النار للطين وهما ضدّان لا يلتقيان ابدا انا في الخدمة اقدم وفي العلم اعلم وفي الحلم اعظم,True
81,BULAC_MS_ARA_1977_0015_l_a-27_flat.png,وفي العمر اتم والله لا اسجد لجسد وليس اعبد مع الله احد وقد جف القلم بما كان وما يكون وقد جاء,True
82,BULAC_MS_ARA_1977_0015_l_a-28_flat.png,في الخبر ان نبى الله موسى عليه السلام خرج لمناجاته فلقيه ابليس وتمثل له في الطريق فرفع,True
83,BULAC_MS_ARA_1977_0015_l_a-29_flat.png,يده بالعصا ليضربه بها فقال له يا موسى انى لا اخشى العصا وانما اخشى من قلب ذكر الله بالصفا,True
84,BULAC_MS_ARA_1977_0015_l_a-2_flat.png,وكان ذلك يوم الجمعة بعد صلاة العصر واخذ ساعة من النهار فامر الله الملائكة ان تخمر تلك القبضة,True
85,BULAC_MS_ARA_1977_0015_l_a-30_flat.png,فقال له موسى وما علامة الصفا قال تترك التكبر والحسد وحفظ الذكر والوداد وانتظار,True
86,BULAC_MS_ARA_1977_0015_l_a-31_flat.png,القدر بالرضى فقال له موسى يا ابليس لم لم تسجد ءلادم فقال يا موسى من ادعى محبة الله,True
87,BULAC_MS_ARA_1977_0015_l_a-3_flat.png,بماء من الجنة ثم يتركها اربعين يوما ثم مسنونا اي مايعا منتنا ثم امر بتخميرها وصورتها,True
88,BULAC_MS_ARA_1977_0015_l_a-4_flat.png,فخارة الارواح فيها وكان ابليس حينئذ رويس الملائكة قد وكله الله باللوح المحفوظ,True
89,BULAC_MS_ARA_1977_0015_l_a-5_flat.png,فلما رءا ذلك جاء لتلك الفخار وصار يضربها بيده ويقول اى فضلة تكون لهذا او باى شىء,True
90,BULAC_MS_ARA_1977_0015_l_a-6_flat.png,يفضل هذا على جميع الخلق فلما كان بعد اربعين يوما اخرى ونفخ الله في الفخار من روحه فلما,True
91,BULAC_MS_ARA_1977_0015_l_a-7_flat.png,انزرع الروح في الجسد تحرك ءادم واراد القيام ولم يقدر فهو قوله تعلى خلق الانسان من عجل,True
92,BULAC_MS_ARA_1977_0015_l_a-8_flat.png,فلما تكامل الروح فيه عطس فالهمه الله ان قال الحمد لله وهو اول كلام تكلم ءادم فاجابته,True
93,BULAC_MS_ARA_1977_0015_l_a-9_flat.png,الملائكة يرحمك الله فقال ءادم يغفر الله لى ولكم فاستغفاره هو من الاستعجال للقيام,True
94,BULAC_MS_ARA_1977_0016_l_a-10_flat.png,ولا تزول الصورة لا تعتبر ومعرفة الله لا تتغير فقال له ابليس اتعبد الله الان قال نعم عبادتى الان,True
95,BULAC_MS_ARA_1977_0016_l_a-11_flat.png,اصفا وخدمتى له املا واعلا كنت اخدمه لحظى من الثواب والان القيت صخرة الياس علىّ يتد الطمع,True
96,BULAC_MS_ARA_1977_0016_l_a-12_flat.png,ونفيت عنى ردية الضر والنفع وصرت اتقلب في قدرته كيف اشاء كنت في السماء داعيا الى اللّه,True
97,BULAC_MS_ARA_1977_0016_l_a-13_flat.png,بالمحاسن لأنها من صيفة تلك الاماكين وانا اليوم ادعوا الى الله بالقبائج اذ لو لا نور التوبة استنار,True
98,BULAC_MS_ARA_1977_0016_l_a-14_flat.png,في ظلمة الارض لايح ولو لا المعاصى ما عرفت الطاعة فلما كنت مغتما في السماء فانا في الارض كذلك لم يكن في,True
99,BULAC_MS_ARA_1977_0016_l_a-15_flat.png,السماء مطيع الا وانا امامه والان ما في الارض عاصى الا وانا امامه وفصحاء القوم من بابه خرصوا وعرفوا وهم,True
100,BULAC_MS_ARA_1977_0016_l_a-16_flat.png,في المعروف عجزوا ووالله ما اخطات في التدبير ولا رددت التقدير يا موسى لصدق محبتى منعوا من مدجتى,True
101,BULAC_MS_ARA_1977_0016_l_a-17_flat.png,وقد منعت من الاغيار لغيرتي وغييت لهجرتي وهجرت لكاشفتى وكوسفت لوصلتى ووصلت لقطعتى وقطعت لمنعي به,True
102,BULAC_MS_ARA_1977_0016_l_a-18_flat.png,منيتى وقد كنت سميت في الملائكة عزازيل فانا عزيل الله والعزة لا تكون الا لامر مخصوص لا يدريه غير خصوص,True
103,BULAC_MS_ARA_1977_0016_l_a-19_flat.png,الخصوص يا موسى لله تعالى مشئة وحكمة وقدرة معلومات وأزليات واين ما وراء ذلك يا موسى لو علمت,True
104,BULAC_MS_ARA_1977_0016_l_a-1_flat.png,كيف يسجد لسواه يا موسى والله لو فعلت لكنت مثلك تدعى طلب النظر فلما اخبرك بالنظر,True
105,BULAC_MS_ARA_1977_0016_l_a-20_flat.png,ان السجود ينجيني لسجدت ولاكن رايت وراء تلك الدائرة دوائر ان دخلت من باب المشئة ابتلت بالحكمة,True
106,BULAC_MS_ARA_1977_0016_l_a-21_flat.png,وان وقفت مع الحكمة اختبرت بالقدرة وان قنعت بالقدرة احاطت بى المعلومات والازليات ووراء الجميع,True
107,BULAC_MS_ARA_1977_0016_l_a-22_flat.png,دائرة بحق النظر والله تعلى فرد صمد واحد احد فاني لصفة العبد بصفة الرب واين المفقود من الموجود,True
108,BULAC_MS_ARA_1977_0016_l_a-23_flat.png,وقد قال سهل بن عبد الله التستري في النوم وهو يضحك فقال له مما ضحكك فقال يا سهل من قوله تعلى,True
109,BULAC_MS_ARA_1977_0016_l_a-24_flat.png,ورحمتى وسعت كل شيء وانا شيء فقال له اوليس قد قيدها بالتقوى فقال ساكتبها للذين يتقون فاين,True
110,BULAC_MS_ARA_1977_0016_l_a-25_flat.png,انت من التقوى فقال يا سهل التقوى صفة العبد لاصفة الرب والرحمة صفت الرب لا صفة العبد و,True
111,BULAC_MS_ARA_1977_0016_l_a-26_flat.png,شتان ما بينهما والباقى لا يعارض الباقى ولما تمثل بين يديه رسول الله صلى الله عليه وسلم قال له يا,True
112,BULAC_MS_ARA_1977_0016_l_a-27_flat.png,محمد قد تبعت من امتك بثلاثة البخل ونسيان والذنوب والتهاون بالصلاة ولاهل النار خصال ولاهل الجنة,True
113,BULAC_MS_ARA_1977_0016_l_a-28_flat.png,خصال فقال له صلى الله عليه وسلم وما خصال اهل النار قال الشرك بالله والشك في دين الله والغضب في غير,True
114,BULAC_MS_ARA_1977_0016_l_a-29_flat.png,الحق والحدة والحماقة والعصيان والكذب والغيبة وشهادة الزور وقطيعة الرحم وارتكاب الفواحش وقتل,True
115,BULAC_MS_ARA_1977_0016_l_a-2_flat.png,الى الجبل نظرت الى الجبل وتركت النظر الى الله تعلى لو تركت النظر الى المخلوق لشاهدت الخالق يا موسى,True
116,BULAC_MS_ARA_1977_0016_l_a-30_flat.png,النفس وشرب الخمر والزنى وعقوق الوالدين قال له النبى صلى الله عليه وسلم وما خصال اهل الجنة قال,True
117,BULAC_MS_ARA_1977_0016_l_a-31_flat.png,الحلم والعلم والكرم والسخا والوقار والسكينة والزهد والعبادة والديانة وحسن الخلق وبر الوالدين والتقى,True
118,BULAC_MS_ARA_1977_0016_l_a-32_flat.png,والحيا,False
119,BULAC_MS_ARA_1977_0016_l_a-3_flat.png,ليس في الوجود اعلم بتوحيد الباري سبحانه منى فلذلك غصت في بحر التفريد وتلبست على الخلق لقيامى,True
120,BULAC_MS_ARA_1977_0016_l_a-4_flat.png,بحق التوحيد ومن عبد الله على التجريد طردا لطلب المزيد ثم بكا وقال يموسى انا محب والمحب دليل اذ,True
121,BULAC_MS_ARA_1977_0016_l_a-5_flat.png,ليس له لغير محبوبه سبيل يا موسى انا الذي عرفته في الازل وغيري متوقف مع العلل ان خوفني بالنار فالنار,True
122,BULAC_MS_ARA_1977_0016_l_a-6_flat.png,لا تخاف النار ولله التقدير والاختبار يا موسى نوديت انا الف مرة بالسجود وانا اقول لا لغيرى اعبد ونوديت,True
123,BULAC_MS_ARA_1977_0016_l_a-7_flat.png,انت انظر الى الجبل مرة واحدة فنظرت فاين صحتى ## دعواي ومعرفتى بمولاى من معرفتك بمولاك,True
124,BULAC_MS_ARA_1977_0016_l_a-8_flat.png,فقال موسى لا جرم اني ماجور وانت معاقب فقال يا موسى العقوبة اهون من الكذب قال له موسى اليس,True
125,BULAC_MS_ARA_1977_0016_l_a-9_flat.png,ان الله قد غير سورتك وطردك وابلسك فقال يا موسى انما غيرت صورتى للتبليس وللقلب حالة لا تحول,True
126,BULAC_MS_ARA_1977_0017_l_a-10_flat.png,قير حص ابب منْه ساحاد ل ابلي البلايكة لبراليه فقزوجه م المينة فاخرع منما وصاريد ون,True
127,BULAC_MS_ARA_1977_0017_l_a-11_flat.png,باصوارصاو لا بقدر على العقول اليصا شر اب الله تعلى القح النوم على اصم جنام فلنا استيقظ وفه حوا حوله,True
128,BULAC_MS_ARA_1977_0017_l_a-12_flat.png,قك خلقصا الله صر ضلعه الايسر فقاله يارب ما صذا قاله ياه ادم الغ ينام ففتقد الك انيض مه جسمفنظر,True
129,BULAC_MS_ARA_1977_0017_l_a-13_flat.png,الع اليصا فارقع اليه ف تفيسه الشّصوة فالحمال النضراليها فقاله الله ياه لاءم مخَلنصا عيتك قالانعه بارب,False
130,BULAC_MS_ARA_1977_0017_l_a-14_flat.png,قال له اعصى مصرها وصه لك قال بارب ومامطر ماقاله اخ الستصا تقوله بس الله ليلا تعفله مو خالقك,False
131,BULAC_MS_ARA_1977_0017_l_a-15_flat.png,وخالقصا خاله نعم قالله اسكم انت و زوجك المجنة وبلا منصار عد احي يتما ولا تقر فاصانه التجة حَال,False
132,BULAC_MS_ARA_1977_0017_l_a-16_flat.png,الس وابوضبع البرور يكلبه وعمر بوه عبك العذية وعبك الىلك ومحتير مب المفسريه انصاشمة القن,False
133,BULAC_MS_ARA_1977_0017_l_a-17_flat.png,ولذالك حوم المخ وايتلابه بنواه لاعم وقيله تجمة البر وقيله تجعة التيو والستصور الاوله فكاها افليكر بصور,False
134,BULAC_MS_ARA_1977_0017_l_a-18_flat.png,بعنة وينضرفء اوم وزوجته فيها يتتعناه وغاتت فيهما المحية فلم يزله بلاصفصا حتر د ضاه في جوفما وابه,True
135,BULAC_MS_ARA_1977_0017_l_a-19_flat.png,اب يخرج منصافك خلت به الى الجنة فصار يكلهما مو بطنها ويقهم لهما باليه ولم يكن واجه اب اصد يقسهم بانه,False
136,BULAC_MS_ARA_1977_0017_l_a-1_flat.png,ورلياهء واهمدولا وعماعنه اليه تعلى فقال له وبهوا للله حدل لهه عليه ولا لقدا حصي وعينا فماه لاتوب,True
137,BULAC_MS_ARA_1977_0017_l_a-20_flat.png,كاذ بافا بتدرت حواهء واكلتث قبلادم فلم يصيصاشه فظ الح انه مثلها وصارت تر او ولا صد لا علا فيال,True
138,BULAC_MS_ARA_1977_0017_l_a-21_flat.png,اليها والحله فلذلك ابتلبية بالميضن واخرع الله حعع مه الجنة واصبطوا اله الارض فنذله ادم يجمه م قدي,True
139,BULAC_MS_ARA_1977_0017_l_a-22_flat.png,مرارض العتع ببوضع منه فسم جيله فود او اصبصت صواه فجده بساعله فج مكة واصبهمه الفيس فالاماةو,True
140,BULAC_MS_ARA_1977_0017_l_a-23_flat.png,واصيص الحية بيبسائه مل ارض ساره في ذلك تلك البلاد اكثر فلاك الله ميات صله النقاش ومن,False
141,BULAC_MS_ARA_1977_0017_l_a-24_flat.png,,False
142,BULAC_MS_ARA_1977_0017_l_a-25_flat.png,تزله مع الجنة لاه تحته المجمر فبق فيه اثره وعليه تنبه البروء ابع الاينقطع ف عله وبت وفيه مي الياقق تنوج,True
143,BULAC_MS_ARA_1977_0017_l_a-26_flat.png,الهلسر الغر يتقيه اللولو او العقيق وفيه العوب والفلفل ودواب النسك ودوابب الزيلدة وصوحيل طمول,True
144,BULAC_MS_ARA_1977_0017_l_a-27_flat.png,لابية ونيف وستور ميلاوعمجا يبه وغوافيه الر موام تحصح وليس علىم وجه الارض اعضر منه ومه جبل الرد,True
145,BULAC_MS_ARA_1977_0017_l_a-28_flat.png,وهو الغه بنامنهة والقدنيو السدالو البم الا عظى المحيك بالدنيا والغه عفمو جبال الارض علصاماية وثانية,True
146,BULAC_MS_ARA_1977_0017_l_a-29_flat.png,وتسعوه جبلا اعميصا جبلا سر نديب وامجب س تدفيه حبله فوثا فلا فحالح بعجليه ولا انتصاه لعد انيه محَال,True
147,BULAC_MS_ARA_1977_0017_l_a-2_flat.png,فتدخله انة فقاه ياحمدا الله تعلىنهه دل  وع الاكلب الثمرة واراه ذلك منه فزلت قذمه عر صا و امرن,True
148,BULAC_MS_ARA_1977_0017_l_a-30_flat.png,العلناولنا اصي الله لد الى الارخ عليه الاسمام علها لا بتكليم تلصر واننا القر في قلبه قور او خلق,True
149,BULAC_MS_ARA_1977_0017_l_a-31_flat.png,وتصلكتلتلهسا الشبات تلها تشه ان ثلا تث القث لتت,False
150,BULAC_MS_ARA_1977_0017_l_a-32_flat.png,,False
151,BULAC_MS_ARA_1977_0017_l_a-3_flat.png,بالسمجود ولم يردله منه فثبت قدمه صوعا وقه اوصالك فذالك فقال ونوبثله رفع يجاعم اب الله تعال,True
152,BULAC_MS_ARA_1977_0017_l_a-4_flat.png,لماخلو المجتة خلها لصالصلا ولها خلو النار خلع الصااصلا فلا مبع له لكلهاته للاو دلنه على تبب وافعله,False
153,BULAC_MS_ARA_1977_0017_l_a-5_flat.png,ينيعني قال له تسمجد لغير اع لعله الله فقيلك فقاله ما سمجدت له حياا فاسمجد له ينا ووه مى فن,True
154,BULAC_MS_ARA_1977_0017_l_a-6_flat.png,واسع رضو السعنه انه قال لقيت الشياه في صريو السمبد فقاله له يابوه واسع عَلها اردتع وجج ك,True
155,BULAC_MS_ARA_1977_0017_l_a-7_flat.png,بيته وببنك جما بافبا ذلك المجماب قاله لاذا قول علا اصحت اللم انك سلطت علينا الثيصاه وجعلت,True
156,BULAC_MS_ARA_1977_0017_l_a-8_flat.png,فد وامب اعد ابنا مطلعا على عورتتايك وناصووقيله مر صيث لا تنوتصر اللصر ايس مناخنا ابسته من رتكحمك,True
